# u6-translation-v1
# kind	key	source_sha256	zh
dialogue	dialogue:0x0282:23af:0	2faf4e2c7c02bdb20651fb435f3ba2686442faba4d30cbcc988085235322a4d6	「有一晚在夢中，我發現了一扇巨大的、木製的、看似古老的門。我很高興，但這短暫片刻就結束了，因為我發現門是鎖著的。絕望淹沒了我。我敲打它，但當然它紋絲不動。它太重了。我試著從鑿子裡看，但我只看到黑暗。失敗後，我試著忘記那堵牆。但經常在夢中，我發現自己站在那扇門前試著打開它。所以最終我開始尋找一把鑰匙。現實中多年過去了，在夢中我也不斷尋找鑰匙。我找到了許多，但沒有一把合適。@”
dialogue	dialogue:0x0282:260f:0	d90d47930277a2bed18dcee7c5e9b45e85c325847a0d89ac2e5da827d33b18f2	@最後有一天，我發現了自己做錯的地方。我只在夢中搜尋，但難不成那是一把真實、實心的鑰匙？於是我開始在醒著的時候也搜尋。至少我找到了。諷刺的是，它一直在我家人手中。我的曾祖父從一個被他從溺水中救起的吉普賽人那裡得到它作為禮物。他去世時傳給了兒子，我的祖父也是如此。當我的父親去世時，得到它的人是我。那把鑰匙看起來非常古老，純金打造，從我第一次把它握在手裡的那一刻起，我就知道它就是那把鑰匙。所以第二天晚上，我帶著鑰匙掛在脖子上上牀睡覺。在夢中，我發現自己仍然戴著它。還有什麼可說的。它確實打開了門。但經過這麼多年，我還是猶豫著沒有跨過去。然後鼓起全部勇氣，我這麼做了。我深吸一口氣，邁出了最後幾步。@
dialogue	dialogue:0x0282:288:0	124bc2e5d884e21e4be3a090d119e1e74f63a47f86765be6a610d0ecc04737eb	第 14 天
dialogue	dialogue:0x0282:288:1	20528cc18f11ca1ee59f92adfff184a3c2588fe644f85916d08277cda7cd4f3b	\t    narrowly 逃過了皇家海軍。Empire依然是一艘偉大的船，而且只要有 Ventara 做船長，我們絕不會被抓住。很快會在一座附近的島上停下，修補炮彈擦過船身造成的破洞。該死的 Lord British 和他的海軍！*
dialogue	dialogue:0x0282:2987:0	88a5e3603bd978b65bff3f28cb2e30d50dac46631971997911b1b7ab6976770b	@真是歡喜。我似乎站在另一個現實之中。就像醒來一樣，雖然那不是我認識的世界。空氣中有大自然清新的氣息，花朵綻放的強烈香氣，一切都是綠色的。我知道這聽起來很愚蠢，但應該沒有人比你更能理解。@
dialogue	dialogue:0x0282:2aae:0	60cd4de0947c3f46080844e40bb6276c2d0b06f5fc7c90aafdf08a62f32bee5c	@一開始什麼都看不見。後來我發現天空中有一個黑點。它似乎在移動，很快我就認出那是一隻有翅膀的生物。但別以為這生物看起來和你一樣，因為當它靠近時，它越來越像來自深淵的怪物。它和我一樣大，長著黑色的皮革翅膀。她的皮膚黑如夜空，看起來像是直接從地獄來的那種。然後她就在我面前降落，突然間她不再讓我害怕了。恰恰相反。她美豔絕倫。這位墮落天使。一眼萬年。@
dialogue	dialogue:0x0282:2ce3:0	97bb8724977886eb48639c4c2ea15d94f640eeef9185069c8fb2f67d7c650730	@她住在黑暗之中，這點無庸置疑，但她的美貌令我著迷。她帶著非人的優雅，走得很近。她紅色的頭髮與黑色的翅膀形成美麗的對比。她直直地望著我的眼睛。無法形容這雙眼睛。牠們的顏色是紫色的，帶有金色的斑點，但這樣描述真的不足以形容牠們的精緻。沒說一個字，這個魔女就親吻並擁抱了我。@
dialogue	dialogue:0x0282:2e88:0	b9a7948479f4e4b5e90f6ae3f9954d59f01e32c1be277446661e2f3f6ed5dadc	我們的身體隨著最古老音樂那尖細、微弱的簫聲，不由自主地搖擺著。那是風與水的節奏。這旋律如此深邃而親密。我有一種前所未有的感覺。我立刻明白，只有和她在一起，我才是完整的、圓滿的。除了她，沒有別人...
dialogue	dialogue:0x0282:2f7f:0	679873d2f80cefbb3bc0f3aa9ed3aa64c7c3c4b740d4d6efaca273663feefec4	就在我以為這一刻會永恆持續時，雞叫了，我被迫穿過那扇不祥的門，醒來了。事情總是如此。有些夢裡我甚至找不到通往那扇門的路，但終究會找到，然後遇見她。我總是不得不醒來，與她相處的時間總覺得太短，這就是我的心願。讓我在這裡長眠，被石頭和蘑菇守護著，再也不要醒來。我寧願在這夢境中與我美麗的黑夜居者共度一生，也不願在這個灰暗的世界裡度過每一天，在那裡，每天都是為了生存而進行的無盡掙扎。
dialogue	dialogue:0x0282:31e3:0	83650cdcf33832c181762eab7a5879517c1f37b972ac3829aa85e1bba5a7819b	在我向仙子訴說我反覆出現的夢境後，她回應道：
dialogue	dialogue:0x0282:3231:0	22e7e2ac55789e0770b79a26d6e74b7e21375d8792de51914f8db751d685935a	@你說話正如我所預期的那樣。你的願望將得償所願。在這法陣的保護下，你將永遠沉睡，直到世界末日將一切抹除。@ 她示意我躺下，當我照做時，她做出了一些手勢並吟誦著我從未聽過的詞句。幾乎立刻，我就站在了那片神祕土地的大門前。沒有猶豫，我踏過大門，進入了一個嶄新的人生...
dialogue	dialogue:0x0282:32:0	ce3f4dd4309bc66c60b6ea5ec0e62a69ef93124ac750ca42bf59cd14710c8c7a	第1天-
dialogue	dialogue:0x0282:32:1	3b3b89e0b2d14b4c456a1753cef05c069fc62b374b1425ded6aa3a313a54c8a0	 \t   我，Ventara，現為Hawkins時代之後的Empire 船長，帶著一組新的船員啟航，尋找Hawkins的寶藏，但沒有完整的地圖輔助。其他人已經退休，絕不會想到我還會繼續尋找！我會把這件事只告訴自己。*
dialogue	dialogue:0x0282:33ba:0	a4f9383f14995e9626a69d7fc071410a2e1049f3e91b528a56c2e6e0ae360ca9	弓箭手的哀歌 
dialogue	dialogue:0x0282:33d6:0	904ed5e3091d03ae28494275c59f9694979b7cb7006f057258a2dbcabde86d80	吟遊詩人 Fenwick 作
dialogue	dialogue:0x0282:33f1:0	dad80a7fe07f6c5403861c1ed87968530dc4f8a5feb47fdb8b96ec96256c1fe4	    親愛的讀者，請坐，讓我為你講述一個年輕巡林客的故事。他名叫 Larson，是一個早已被時間遺忘的村落裡最偉大的獵人。這人曾與一位名叫 Sigourney 的年輕女子訂婚，生活幸福無比……直到來自Sea of Sand對岸的入侵者燒毀了他的村落。雖然 Larson 英勇抗戰，但 Sigourney 還是被綁架，帶到了遙遠的城市 Goratesh。
dialogue	dialogue:0x0282:3596:0	58690b1330d40988396312c64caab229a54bef0a28d3041da67101306a0d6103	   Larson 生性勇敢，他拿起弓箭，踏上追尋愛人的旅途。在途中，他救了 Anisha，Mesa Haran 驕傲的戰士公主，也是那些來自Sea of Sand之人的 sworn 敵人。他們穿梭於 Hruntir Coast 的偉大城市之間，穿過巨像 Aranoth 的肚腹，並越過 Gecko 沼澤進行冒險，一路拯救著村落和城鎮，直到最終，Sea of Sand橫亙在他們面前。 Sea of Sands
