en_func_id,en_offset_key,en_segment,en_text,zh_func_id,zh_offset_key,zh_segment
0x009A,287f,0,"I have often wondered if another interface was implemented, would the psyche return, or possibly be regenerated...""",0x009A,2329,0
0x009A,28f3,0,"As his	idle musings begin to run toward possibly dangerous conclusions, his mouth audibly snaps shut.",0x009A,238d,0
0x009A,297e,0,"""Interesting creatures, thou mightest call them balrons, but they are not the beasts that history has made of them.",0x009A,241e,0
0x009A,29f2,0,"The larger, winged ones are intelligent and magical by nature,	while the smaller, wingless ones appear to be the work force for the species.""",0x009A,24bf,0
0x009A,2a80,0,"He turns his head in your direction with a puzzled expression in his eyes, ""I have the oddest feeling that thou hast heard all of this before..."" Erethian falls silent.",0x009A,2556,0
0x009A,2b3a,0,"""Eventually, I shall turn my studies to that being. The gargoyles have placed it within a statue, in a shrine they dedicated to their principle of Diligence.",0x009A,25cc,0
0x009A,2be9,0,"""Yes, here it is. It is the cylinder sitting upon yon pedastal."" He motions in the direction of the Dark Core.",0x009A,2633,0
0x009A,2c58,0,"""I have found it to be quite a treasure trove of useful facts. Its sole purpose seems to be the storage of information.",0x009A,268e,0
0x009A,2cd0,0,"Much of the information is trivial, such as the detailed description	of the color of the	sky on a particular day eons ago,",0x009A,26c8,0
0x009A,2d4b,0,while other bits give instructions for the manipulation of the	world.,0x009A,2741,0
0x009A,2d91,0,"Within it I even found the knowledge to raise and sustain this island	we stand upon. It is truly a remarkable artifact.""",0x009A,27f9,0
0x009A,2e0a,0,"He thinks for a moment, then looks nervously in your direction, ""Please, do be careful around it. Artifacts seem to have a tendency to, shall we say, disappear around thee.""",0x009A,2878,0
0x009A,2ec9,0,"""Ah, now there's a question. I've heard naught of it's existence since the Age of Darkness ended. Would that I knew its location.",0x009A,28e8,0
0x009A,2f4b,0,"It was reputedly a great item of magic. Didst thou find it so?"" He cocks his head to one side as he asks the question.",0x009A,2982,0
0x009A,2fc2,0,"""Yes, 'tis a pity to lose such an item of antiquity. Perhaps as time unfolds it will turn up. These things have a way of surfacing at the strangest times.""",0x009A,2a53,0
0x009A,305e,0,"""No? It didst seem to serve thee well enough to dispatch the enchantress Minax. But then I suppose only a poor bard blames his instrument."" He winks mischieviously in your general direction.",0x009A,2ad5,0
0x009A,3137,0,"Milky eyes glitter up at you like twin marbles, ""Ah, yes. But thou knowest all too well about that little bauble.",0x009A,2b3e,0
0x009A,31a9,0,"After all, it was thee who smashed it into the shards which caused thee so much trouble during the regency of Lord Blackthorn.",0x009A,2c32,0
0x009A,3228,0,"So much power that even in a shattered state, its magic still flowed. 'Tis sad to lose such an artifact."" As if suddenly remembering with whom he is speaking, he ammends, ""Much better than having Mondain running about mucking with things, I suppose.""",0x009A,2ccf,0
0x009A,333c,0,"""'Twould seem that someone,"" he pauses dramatically, ""let that slip into a volcano..."" His wry smile belies his careless tone.",0x009A,2dbc,0
0x009A,33cf,0,"""Ah, so thou hast met that old windbag. Truly, I feel that I would do better to free myself of that burdensome beast, but he sometimes proves to be useful. If it weren't for his whining, perhaps he and I would get along better.""",0x009A,2ea5,0
0x009A,34d7,0,"""'Tis his favorite passtime. He begs, pleads, and threatens me to free him from that stupid mirror. Believe me, if I could I would have done it long ago."" Erethian's lined face shows his chagrin.",0x009A,2fc1,0
0x009A,35a8,0,"""He wants this special bauble. I once possessed this gem he seeks, and I don't think he'd be very happy once he gets it. I have tried to tell him that 'twould only imprison	him in a more mobile jail, but alas, his head is made of stone.""",0x009A,30ab,0
0x009A,36a5,0,"""Quite. Arcadion seeks to have dominion over Britannia and believes that the gem will give him the ability to exert his power here. In truth, the Ether Gem works in the reverse, his power will become accessible to the one who possesses the gem.""",0x009A,324a,0
0x009A,37b4,0,"""The gem was pilfered from me by an ill tempered dragon. She blew her way into this castle, waylayed the golems that protect the Shrine of Principle, then destroyed a perfectly good secret door on her way to the Test of Courage. I'd have liked to see her squeeze through the hole she made, 'tis hardly big enough for a creature of her bulk."" The mage's milky eyes twinkle with suppressed mirth.",0x009A,3366,0
0x009A,397b,0,"""Mmmm... Yes. This pair of manshaped, magical constucts used to guard the Shrine of Principle, but alas, one fell pray to falling rocks when the dragon assaulted the castle. The other picked up his, ah... brother, for lack of a better word, and carried him off through the portal to the Test of Love.""",0x009A,3460,0
0x009A,3ad1,0,"""The shrine lies through the doors at the rear of the main hall. There thou canst find three statues, each one dedicated to a Principle set forth by Lord Britsh at the beginning of the Age of Enlightenment."" Conspiratorially he adds, ""A bit stuffy, but they make nice cloakracks.""",0x009A,350b_358d,0
0x009A,3c0b,0,"""I not had the chance to inspect that oddity yet, however, thou art welcome to peruse it at thy leisure."" He smiles like a grandfather giving a present to a child.",0x009A,3619,0
0x009A,3cdd_3d4d,0,"""I believe 'twas set in motion by Lord British in order to test..."" He gestures in your direction, ""A virtuous <GENDER_FLAG> fighting ability and courage. The statues in the back of this castle can tell thee more about the tests, though."" Erethian grins mysteriously.",0x009A,36f3,0
0x009A,3df8,0,"""So... thou hast made a servant of Arcadion. 'Tis good to be rid of his incessant whining. I hope that thou findest him to be as useful as I didst."" You're not sure, but his words might be construed as a curse.",0x009A,37b1,0
0x009A,3ecb,0,"The gem glows brighter, ""'Tis good to see the last of thee, also, old man. Perhaps in another life, I shall be thy master, and thou the slave."" The daemon lets out a chilling little laugh.",0x009A,389b,0
0x009A,3f88,0,"Erethian looks a little shaken at hearing the daemon's voice, but quickly recovers his composure. ""I think not, daemon. I'm not at all sure that there is a way for thou to get out of that little gem."" The elderly mage's expression is unreadable.",0x009A,3938,0
0x009A,4097,0,"""I see that thou didst not heed my warning. Alas, my pity shall be thine eternally. And so, what wouldst thou have of me, Master and Slave of the Shade Blade.""",0x009A,39d9,0
0x009B,0,0,The hooded figure in the boat ignores you completely.,0x009B,0,0
0x009B,41,0,"Before you stands a tall, skeletal figure in a ghostly boat. He holds out his hand to you, and says in a sepulchral voice, ""I am the Ferryman of Skara Brae... Thou must pay two coins... to cross the Misty Channel.""",0x009B,36,0
0x009B,118,0,"The Ferryman of Skara Brae stands in his spectral boat, holding out his hand for any who would pay his price.",0x009B,121,0
0x009B,186,0,"The Ferryman of Skara Brae stands in his spectral boat, holding his pole across his chest. He notices your approach. ""You need not pay... to return to the mainland.""",0x009B,184,0
0x009B,233,0,"He seems a bit disgruntled. ""I told you I would be here... until the end of eternity.""",0x009B,227,0
0x009B,2c2,0,"""I am... the Ferryman."" His voice creaks like the rocking	of the boat.",0x009B,2c0,0
0x009B,312,0,"The Ferryman doesn't respond at first, shaking his head from side to side in puzzlement. ""I am... the Ferryman.""",0x009B,312,0
0x009B,38c,0,"""Yes, if you pay me... I can take you across the Misty Channel.""",0x009B,36a,0
0x009B,3e4,0,"He turns to the side and waves his skeletal hand in a sweeping gesture over the water upon which his boat rests. ""This... is the Misty Channel.""",0x009B,3b9,0
0x009B,48e,0,"He turns all the way around and points across the water to the west. ""There... """,0x009B,432,0
0x009B,4df_4e7,0,"""Er... <PLAYER_NAME>, art thou sure we need to go over there?""",0x009B,472_47f,0
0x009B,513,0,"""What's the matter, Shamino? Art thou -afraid-?""",0x009B,4ab,0
0x009B,545,0,"""Of course not! I just... well, I... oh, never mind! Let's go!""",0x009B,4e3,0
0x009B,586,0,Iolo's eyes narrow as he adopts a patronizing look on his face.,0x009B,539,0
0x009B,586,1,"""And I suppose thou art without fear?"" he says to Spark.",0x009B,539,1
0x009B,601,0,"""No, sir. I am not afraid of a skeleton,"" he says. As he looks at the ferryman, however, he	gulps.",0x009B,5b8,0
0x009B,665,0,"The gaunt figure looks around as if perplexed. ""This... is Skara Brae.""",0x009B,626,0
0x009B,6c3,0,"""Wilt thou pay my price... for passage to Skara Brae?""",0x009B,684,0
0x009B,6fa,0,"You place the coins in the shade's palm and his bony fingers close over them. ""Step aboard... if thou wouldst go... to the Isle of the Dead.""",0x009B,6d9,0
0x009B,788,0,"""I'll not cross... without proper payment.""",0x009B,76d,0
0x009B,7b4,0,"""Very well."" He seems a little disappointed.",0x009B,7a1,0
0x009B,7e1,0,"""Dost thou wish... to return to the mainland?""",0x009B,7cc,0
0x009B,810,0,"""I may not carry spirits to the mainland."" He holds his pole in front of himself, blocking your way onto the boat.",0x009B,7f4,0
0x009B,883,0,The Ferryman seems to smile beneath his hood as he motions for you to once more board his spectral boat.,0x009B,855,0
0x009B,8ec,0,"You think you see pale flames flicker in the depths of his cowl where his eyes should be. They fade as he sighs, ""No matter...""",0x009B,8aa,0
0x009B,981,0,"Just for a moment you think you see a fleeting expression of hope cross the Ferryman's skeletal features, then it's gone. ""I must perform my duty... until the end of eternity.""",0x009B,93b,0
0x009B,a3c,0,"""Do not taunt me... with hopes of release. I must perform my duty... until the end of eternity.""",0x009B,9f9,0
0x009B,aab,0,"Without acknowledging your goodbye, the Ferryman lowers his head and holds his pole across his chest.",0x009B,a66,0
0x018A,d,0,You see a tough-looking palace guard who takes his job -very- seriously.,0x018A,15,0
0x018A,5b,0,"""I am a guard.""",0x018A,8f,0
0x018A,74,0,"The man looks at you like you are an ignoramus. ""I am a guard for the palace, idiot. Thou shouldst go about thy business.""",0x018A,ab,0
0x018A,f3,0,"""Goodbye.""",0x018A,124,0
0x01DF,0,0,The creature ignores you.,0x01DF,0,0
0x01DF,1b,0,"The ape-like creature approaches you cautiously. After a few minutes, it says, ""You are greeted, human.""",0x01DF,1a,0
0x01DF,84,0,"The emp approaches you cautiously. After a few minutes, it says, ""You are greeted, human.""",0x01DF,87,0
0x01DF,df,0,"""Is more honey had by you?"" The Emp asks hopefully.",0x01DF,e5,0
0x01DF,113,0,"""No honey is had by you,"" says the Emp, obviously disappointed.",0x01DF,128,0
0x01DF,153,0,"Obviously disappointed, the Emp says, ""That is too bad. What is your wish?""",0x01DF,168,0
0x01DF,1b1,0,"""Terandan is my name.""",0x01DF,1cf,0
0x01DF,1cb,0,"""Sendala is my name.""",0x01DF,1f6,0
0x01DF,1e5,0,"""Tvellum is my name.""",0x01DF,21c,0
0x01DF,1fe,0,"""Simrek is my name.""",0x01DF,23e,0
0x01DF,220,0,"""No job is had by me. Food is gathered by me.""",0x01DF,25f,0
0x01DF,259,0,"""Fruit, milk, cheese are eaten by Emps.",0x01DF,297,0
0x01DF,2a0,0,"""Cheese and milk are liked by Emps, but they are hard to find. Only from humans can these foods be found.""",0x01DF,2da,0
0x01DF,31e_348,0,"""Fruits are found easily in the forest,"" <PRONOUN> says. ""They are what Emps use as food most often.""",0x01DF,347_372,0
0x01DF,380,0,"""Farewell is said to you.""",0x01DF,3b0,0
0x01F7,0,0,"""Now is the time for the young and the old to dig in their pockets and give up the gold. * Dost thou wish to donate a gold piece?""",0x01F7,0,0
0x01F8,0,0,"""Well met, seeker. I am Dracothraxus. Thy test, and I fear, thy defeat lies before thee. For thou shouldst know that I am made immortal by the Keeper of Courage. 'Twould take a truly powerful artifact to destroy me... one that does not exist."" The great dragon paws the earth in expectation of your imminent battle.",0x01F8,0,0
0x01F8,13c,0,"Dracothraxus sniffs the air distastefully, ""I sense my doom nearby. Perhaps I am to be released at long last. I wish thee good luck mortal. Defend thyself!""  With that, the dragon leaps at you.",0x01F8,168,0
0x01F8,1fe,0,"Dracothraxus sniffs the air distastefully, ""I sense my doom nearby. Perhaps I am to be released at long last. I wish thee good luck mortal. Defend thyself!""  With that, the dragon leaps at you.",0x01F8,230,0
0x01F8,2c0,0,"""Thou hast returned to test thy mettle, little one. Thy courage does thee honor, however, I think that thou shalt take thine honor to the grave with thee.""",0x01F8,2c2,0
0x01F8,35d,0,"The dragon lets out a searing sigh, ""Released at last. I go now to seek my reward, for this has been a test of my courage as well as thine. Thy reward lies beyond the door to the north. Enter the blue gate and the Amulet of Courage will be thine.""",0x01F8,3c3,0
0x01F8,456,0,"""Well done, little human. Thou art as powerful as thou art courageous. Do not think that thou hast destroyed me, thou hast merely bested me. And for this wonderous feat, I think thou dost deserve a reward. I have a truly magnificent gem that I would give to thee, if thy courage can but continue for a bit."" Dracothraxus opens her mouth wide. Within, you can see a multitude of teeth, each one needle sharp. Also, near the back, you see a small but brilliant blue gem. Do you reach in and take it?",0x01F8,59d,0
0x01F8,648,0,"As you place your hand in the furnace that is the dragon's maw, you can't help but wonder if a small gem is worth the risk.",0x01F8,61f,0
0x01F8,6c4,0,"Nevertheless, you persevere and retrieve the lovely little gem.",0x01F8,66e,0
0x01F8,704,0,"Just as you are about to pluck the gem literally from the jaws of death, the dragon gently places it within her nest. Dracothraxus closes her mouth and winks at you. ""'Twas merely a test of thy courage, little one.""",0x01F8,73a,0
0x01F8,7dc,0,"""Tis a pity thy courage goes only so far as bravery in battle, and not to trust of an honorable opponent. However, thou hast earned thy reward, and here it is."" The dragon pushes the gem forward with her tongue, and removes it from her mouth. She then places it gently within her nest.",0x01F8,84c,0
0x01FA,0,0,"Batlin watches Hook's death with icy resignation. Time seems to slow as he turns to you. ""This battle is not done, Avatar. Dost thou imagine thyself an immortal? The Guardian is far more. Return to your precious Earth and rest.",0x01FA,0,0
0x01FA,0,1,"Sleep, that he may visit your dreams with countless visions of death in the belly of the Great Sea Serpent.""",0x01FA,0,1
0x01FA,151,0,"""As for me, I shall begone! Thou shalt never find me! Farewell, Avatar!""",0x01FA,14e,0
0x0269,0,0,"""Congratulations, Avatar, on destroying the Sphere. I am free from my celestial prison. I thank thee. But I regret to inform thee that The Guardian engineered the Sphere such that its destruction has permanently disabled the Moongates, and thine Orb of the Moons as well. Thou canst not return to thine home by way of a red Moongate.",0x0269,0,0
0x0269,150,0,"""Thine only hope of leaving Britannia at the conclusion of thy quest is to use The Guardian's own vehicle for entering the land -- The Black Gate.",0x0269,123,0
0x0269,1e3,0,"""The Guardian's followers are building The Black Gate of blackrock and will be using magic and natural elements to activate it. The Guardian plans to enter Britannia during the upcoming Astronomical Alignment, which is imminent. That is the only time when the elements will work well enough for The Black Gate to be permeable and active. Thou wilt need a device which has the ability to vanquish blackrock. If thou hast not already encountered such a device, thou canst find something to help thee in the workshop of Rudyom the Mage, in Cove.",0x0269,1ab,0
0x0269,402,0,"""Before thou canst locate The Black Gate, there is one more generator which must be destroyed. It is the device used to transmit The Guardian's voice to his followers and charm them into obeying his wishes. Look in the area near Serpent's Hold for a dungeon containing this generator. It is most likely shaped like a Cube. It could very well be on The Fellowship's island east of Serpent's Hold.",0x0269,376,0
0x0269,58e,0,"""When thou hast completed this task, concentrate thine efforts in Buccaneer's Den. Thou mayest find clues there as to the location of The Black Gate.",0x0269,4d5,0
0x0269,624,0,"""Shouldst thou wish to speak with me again, simply use the hourglass. Goodbye.""",0x0269,566,0
0x0269,675,0,"""Avatar! The Astronomical Alignment is almost at hand! Time is running out! The Guardian must be prevented from coming through The Black Gate!",0x0269,5ad,0
0x0269,704,0,"""The Cube will help thee find the location of The Black Gate. With it in thy possession, those under the influence of The Guardian will be more receptive to speaking the truth to thee.",0x0269,60e,0
0x0269,7bd,0,"""Go to Buccaneer's Den. Search for the one called 'Hook'. Talk to the so-called Fellowship. Thou shouldst have no trouble ascertaining his whereabouts there. I am sure that thou wilt eventually find the location of The Black Gate! Good luck!""",0x0269,696,0
0x0269,8be,0,You see a vaguely familiar but intimidating figure enclosed in some kind of cylindrical cell. He looks at you intently.,0x0269,78f,0
0x0269,8be,1,"""It has been many years since we met during the time of Exodus! I have never wanted to see thee again as badly as most recently! It is about time thou shouldst arrive! I do not have eras to waste whilst I wait for thee! There is a crisis and Britannia needs thine help! I need thine help! The entire universe needs thine help!""",0x0269,78f,1
0x0269,a91,0,"""Hast thou decided if thou wilt help me?""",0x0269,964,0
0x0269,abb,0,The Time Lord looks relieved.,0x0269,989,0
0x0269,ad9,0,"""Then I have a mission for thee.""",0x0269,9b1,0
0x0269,b03,0,"""Then away with thee!""",0x0269,9e6,0
0x0269,b1b,0,"""How may I help thee, Avatar?"" the Time Lord asks.",0x0269,a00,0
0x0269,be9,0,"""I am known as the Time Lord.""",0x0269,a93,0
0x0269,c11,0,"""I ensure that time flows smoothly through space."" He shrugs his shoulders. ""Do not ask me to explain this. It is beyond mortal beings' comprehension.""",0x0269,ab5,0
0x0269,cb4,0,"""It was I who sent the red moongate to thine homeland to lure thee to Britannia! It took every bit of my strength to make it functional, and still something went wrong. Thou didst arrive in Trinsic, which was not mine intention. It has therefore taken thee much longer to reach me than I anticipated.",0x0269,b3d,0
0x0269,de1,0,"""Once thou didst arrive in Britannia, the only other way I could contact thee was via the Wisps. After the considerable rest I had since creating the red moongate, I managed to repair the one Orb of the Moons location that would bring thee to me. I cannot roam freely through time and space, doing my work, whilst I am trapped here.""",0x0269,c52,0
0x0269,f47,0,"""The land is under attack by a powerful and malicious being from another dimension, and thou art the only one who can stop him! I have been trapped here by a trick, due to a sorcery which The Guardian has performed. The Guardian has put a wrinkle in the space-time continuum by creating a powerful 'generator' which has made the Moongates and thine Orb of the Moons mostly inoperable.",0x0269,d8d,0
0x0269,10c8,0,"""Thou -must- free me and we must work together in battling The Guardian. The fate of thy people depends upon it. Dost thou accept?""",0x0269,edb,0
0x0269,114c,0,"""Then I have a mission for thee.""",0x0269,f57,0
0x0269,1176,0,"""Then thou shalt be doomed to never finish thy quest. Art thou sure? I give thee one more chance. Dost thou want to help?""",0x0269,fd0,0
0x0269,11f1,0,"""Then I have a mission for thee.""",0x0269,1041,0
0x0269,1213,0,"""Then farewell, Avatar. Leave now. Thou wilt come back when thou dost realize it is thy destiny to help me.""",0x0269,1171,0
0x0269,1290,0,"""I knew thou wouldst not let me down.",0x0269,1193,0
0x0269,13c8,0,"""Thou may have already seen it.",0x0269,11bb,0
0x0269,13e8,0,"""Thou must find a way to destroy it.",0x0269,12c7,0
0x0269,140d,0,"""It may have a defense mechanism. If thou canst not conquer it, return here and describe the defense to me. Perhaps I can help thee more. It might be wise to use the spells Mark and Recall to save thyself the trouble of finding thy way through the entire dungeon a second time, should thou have to travel there again.""",0x0269,130a,0
0x0269,1553,0,"""Its defense, as thou dost know, is an unusual Moongate.""",0x0269,134d,0
0x0269,15ab,0,"""Oddly aloof creatures. They have made good messengers in the past.""",0x0269,13a2,0
0x0269,1603,0,"""He is an embodiment of supreme evil. He must be stopped. He thrives on domination and control.""",0x0269,1493,0
0x0269,1678,0,"""It is a magic generator that The Guardian was able to send from his world. Its purpose is to disable the Moongates. Thou must break its outer defense and enter the structure, taking the smaller Sphere floating inside. Keep the small Sphere, as it will be useful later.""",0x0269,15db,0
0x0269,1797,0,"""The Sphere's outer defense sends thy party back to a specific position in space. Until this defense is broken, thou canst not enter the generator. Thou must find Nicodemus' hourglass.",0x0269,169c,0
0x0269,190c,0,"""It is an enchanted hourglass which will help thee if it is used at the site of the Sphere. Once I am free of the power of the generator, thou canst summon me by using the hourglass.""",0x0269,16e2,0
0x0269,19ce,0,"""It is of no use to thee now, unless thou dost want to summon me again.""",0x0269,1718,0
